customer_id,company_name,industry,company_size,country,plan_id,plan_name,monthly_price,max_users,plan_tier_order,signup_date,signup_year,signup_quarter,signup_month,signup_cohort,days_since_signup,month,revenue_year,revenue_month,revenue_yearmonth,base_revenue,discount,discount_pct,expansion_revenue,has_expansion,subscription_revenue,net_revenue,revenue_segment,rev_per_active_user,usage_based_price_sim,active_users,sessions,login_count,feature_usage,top_feature,seat_utilization_pct,low_usage_flag,tenure_months,tenure_band,renewal_status,is_at_risk,is_churned,churn_date,churn_reason,months_to_churn,size_plan_segment
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-02-01,2023,2,2023-02,29,2.54,8.76,0.0,0,26.46,26.46,Low,26.46,28,1,3,6,3.5,AI Insights,20.0,1,7,7-12 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-03-01,2023,3,2023-03,29,0.92,3.17,0.0,0,28.08,28.08,Low,28.08,28,1,2,4,3.1,Dashboard,20.0,1,8,7-12 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-04-01,2023,4,2023-04,29,1.38,4.76,0.0,0,27.62,27.62,Low,27.62,28,1,3,7,1.8,Reports,20.0,1,9,7-12 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-05-01,2023,5,2023-05,29,1.18,4.07,0.0,0,27.82,27.82,Low,27.82,28,1,1,2,3.7,Dashboard,20.0,1,10,7-12 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-06-01,2023,6,2023-06,29,1.84,6.34,0.0,0,27.16,27.16,Low,27.16,28,1,3,5,2.2,Automation,20.0,1,11,7-12 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-07-01,2023,7,2023-07,29,1.52,5.24,0.0,0,27.48,27.48,Low,27.48,28,1,2,5,3.2,Data Export,20.0,1,12,7-12 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-08-01,2023,8,2023-08,29,1.05,3.62,0.0,0,27.95,27.95,Low,27.95,28,1,2,5,1.7,Dashboard,20.0,1,13,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-09-01,2023,9,2023-09,29,1.68,5.79,0.0,0,27.32,27.32,Low,27.32,28,1,2,4,3.6,Dashboard,20.0,1,14,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-10-01,2023,10,2023-10,29,0.98,3.38,0.0,0,28.02,28.02,Low,28.02,28,1,4,8,4.0,API Access,20.0,1,15,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-11-01,2023,11,2023-11,29,1.65,5.69,0.0,0,27.35,27.35,Low,27.35,28,1,1,2,3.6,Integrations,20.0,1,16,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2023-12-01,2023,12,2023-12,29,1.81,6.24,0.0,0,27.19,27.19,Low,27.19,28,1,1,2,3.7,AI Insights,20.0,1,17,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2024-01-01,2024,1,2024-01,29,2.8,9.66,0.0,0,26.2,26.2,Low,26.2,28,1,2,5,2.9,Dashboard,20.0,1,18,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2024-02-01,2024,2,2024-02,29,3.2,11.03,0.0,0,25.8,25.8,Low,25.8,28,1,3,7,3.3,Reports,20.0,1,19,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2024-03-01,2024,3,2024-03,29,1.13,3.9,0.0,0,27.87,27.87,Low,27.87,28,1,3,8,2.0,Dashboard,20.0,1,20,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2024-04-01,2024,4,2024-04,29,0.94,3.24,0.0,0,28.06,28.06,Low,28.06,28,1,4,9,1.8,Reports,20.0,1,21,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2024-05-01,2024,5,2024-05,29,1.32,4.55,0.0,0,27.68,27.68,Low,27.68,28,1,2,4,2.7,Reports,20.0,1,22,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1003,Company_C1003,FinTech,Small,UK,P001,Basic,29,5,1,2022-07-21,2022,Q3,7,2022Q3,681,2024-06-01,2024,6,2024-06,29,1.48,5.1,0.0,0,27.52,27.52,Low,27.52,28,1,3,5,3.7,Reports,20.0,1,23,13-24 months,Active,0,0,,Not Churned,,Small + Basic
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2023-08-01,2023,8,2023-08,299,80.32,26.86,0.0,0,218.68,218.68,High,1.95,916,112,624,1606,3.7,Integrations,56.0,0,0,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2023-09-01,2023,9,2023-09,299,79.97,26.75,0.0,0,219.03,219.03,High,2.17,828,101,710,1082,3.9,AI Insights,50.5,0,1,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2023-10-01,2023,10,2023-10,299,71.59,23.94,0.0,0,227.41,227.41,High,1.5,1236,152,1118,1932,3.9,Reports,76.0,0,2,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2023-11-01,2023,11,2023-11,299,73.49,24.58,0.0,0,225.51,225.51,High,1.96,940,115,1039,2008,3.2,Data Export,57.5,0,3,0-3 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2023-12-01,2023,12,2023-12,299,69.19,23.14,0.0,0,229.81,229.81,High,2.07,908,111,293,591,7.5,API Access,55.5,0,4,4-6 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2024-01-01,2024,1,2024-01,299,89.7,30.0,0.0,0,209.3,209.3,High,1.55,1100,135,1203,2648,7.0,Reports,67.5,0,5,4-6 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2024-02-01,2024,2,2024-02,299,89.7,30.0,114.93,1,324.23,439.16,High,2.07,1276,157,842,1464,7.7,Reports,78.5,0,6,4-6 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2024-03-01,2024,3,2024-03,299,74.14,24.8,0.0,0,224.86,224.86,High,1.94,948,116,285,464,6.2,Data Export,58.0,0,7,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2024-04-01,2024,4,2024-04,299,70.77,23.67,0.0,0,228.23,228.23,High,1.84,1012,124,422,1076,3.7,Dashboard,62.0,0,8,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2024-05-01,2024,5,2024-05,299,71.08,23.77,27.84,1,255.76,283.6,High,2.26,924,113,327,577,6.2,Reports,56.5,0,9,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1004,Company_C1004,EdTech,Large,India,P004,Enterprise,299,200,4,2023-08-08,2023,Q3,8,2023Q3,298,2024-06-01,2024,6,2024-06,299,76.94,25.73,0.0,0,222.06,222.06,High,1.78,1020,125,558,1562,5.1,Collaboration,62.5,0,10,7-12 months,Active,0,0,,Not Churned,,Large + Enterprise
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-02-01,2022,2,2022-02,79,14.45,18.29,0.0,0,64.55,64.55,Low,16.14,52,4,13,23,2.2,API Access,20.0,0,0,0-3 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-03-01,2022,3,2022-03,79,8.37,10.59,0.0,0,70.63,70.63,Low,17.66,52,4,6,11,1.9,Dashboard,20.0,0,1,0-3 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-04-01,2022,4,2022-04,79,9.78,12.38,0.0,0,69.22,69.22,Low,17.3,52,4,17,48,2.1,Data Export,20.0,0,2,0-3 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-05-01,2022,5,2022-05,79,8.91,11.28,0.0,0,70.09,70.09,Low,11.68,68,6,28,68,1.8,Dashboard,30.0,0,3,0-3 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-06-01,2022,6,2022-06,79,10.2,12.91,0.0,0,68.8,68.8,Low,17.2,52,4,17,49,3.3,Dashboard,20.0,0,4,4-6 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-07-01,2022,7,2022-07,79,10.45,13.23,0.0,0,68.55,68.55,Low,11.42,68,6,16,31,3.9,AI Insights,30.0,0,5,4-6 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-08-01,2022,8,2022-08,79,8.18,10.35,0.0,0,70.82,70.82,Low,11.8,68,6,28,52,2.5,Dashboard,30.0,0,6,4-6 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-09-01,2022,9,2022-09,79,9.66,12.23,0.0,0,69.34,69.34,Low,9.91,76,7,24,68,3.9,API Access,35.0,0,7,7-12 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-10-01,2022,10,2022-10,79,9.64,12.2,0.0,0,69.36,69.36,Low,17.34,52,4,13,26,3.9,Dashboard,20.0,0,8,7-12 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-11-01,2022,11,2022-11,79,10.61,13.43,0.0,0,68.39,68.39,Low,17.1,52,4,8,16,3.3,Collaboration,20.0,0,9,7-12 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2022-12-01,2022,12,2022-12,79,9.54,12.08,0.0,0,69.46,69.46,Low,9.92,76,7,32,62,3.6,Reports,35.0,0,10,7-12 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-01-01,2023,1,2023-01,79,14.75,18.67,0.0,0,64.25,64.25,Low,12.85,60,5,23,37,4.0,Integrations,25.0,0,11,7-12 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-02-01,2023,2,2023-02,79,11.89,15.05,0.0,0,67.11,67.11,Low,16.78,52,4,9,14,3.2,Collaboration,20.0,0,12,7-12 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-03-01,2023,3,2023-03,79,10.11,12.8,0.0,0,68.89,68.89,Low,11.48,68,6,11,23,1.6,API Access,30.0,0,13,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-04-01,2023,4,2023-04,79,9.76,12.35,0.0,0,69.24,69.24,Low,13.85,60,5,20,58,3.8,Collaboration,25.0,0,14,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-05-01,2023,5,2023-05,79,10.37,13.13,0.0,0,68.63,68.63,Low,9.8,76,7,29,55,1.8,Data Export,35.0,0,15,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-06-01,2023,6,2023-06,79,8.26,10.46,0.0,0,70.74,70.74,Low,10.11,76,7,30,63,2.9,Integrations,35.0,0,16,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-07-01,2023,7,2023-07,79,8.37,10.59,0.0,0,70.63,70.63,Low,10.09,76,7,28,54,2.7,Dashboard,35.0,0,17,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-08-01,2023,8,2023-08,79,9.69,12.27,0.0,0,69.31,69.31,Low,17.33,52,4,5,9,1.6,API Access,20.0,0,18,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-09-01,2023,9,2023-09,79,9.74,12.33,0.0,0,69.26,69.26,Low,9.89,76,7,28,54,3.0,Data Export,35.0,0,19,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-10-01,2023,10,2023-10,79,10.95,13.86,0.0,0,68.05,68.05,Low,9.72,76,7,11,21,2.3,Reports,35.0,0,20,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-11-01,2023,11,2023-11,79,8.22,10.41,0.0,0,70.78,70.78,Low,17.7,52,4,15,42,3.4,Integrations,20.0,0,21,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2023-12-01,2023,12,2023-12,79,8.23,10.42,0.0,0,70.77,70.77,Low,10.11,76,7,12,24,3.1,Collaboration,35.0,0,22,13-24 months,Active,0,0,,Not Churned,,Small + Pro
C1005,Company_C1005,Retail,Small,India,P002,Pro,79,20,2,2022-02-21,2022,Q1,2,2022Q1,831,2024-01-01,2024,1,2024-01,79,14.31,18.11,0.0,0,64.69,64.69,Low,10.78,68,6,23,40,2.2,Collaboration,30.0,0,23,13-24 months,Active,0,0,,Not Churned,,Small + Pro
