customer_id,month,active_users,sessions,login_count,feature_usage,top_feature
C1004,2023-10-01,152,1118,1932,3.9,Reports
C1004,2023-11-01,115,1039,2008,3.2,Data Export
C1004,2023-12-01,111,293,591,7.5,API Access
C1004,2024-01-01,135,1203,2648,7.0,Reports
C1004,2024-02-01,157,842,1464,7.7,Reports
C1004,2024-03-01,116,285,464,6.2,Data Export
C1004,2024-04-01,124,422,1076,3.7,Dashboard
C1004,2024-05-01,113,327,577,6.2,Reports
C1004,2024-06-01,125,558,1562,5.1,Collaboration
C1005,2022-02-01,4,13,23,2.2,API Access
C1005,2022-03-01,4,6,11,1.9,Dashboard
C1005,2022-04-01,4,17,48,2.1,Data Export
C1005,2022-05-01,6,28,68,1.8,Dashboard
C1005,2022-06-01,4,17,49,3.3,Dashboard
C1005,2022-07-01,6,16,31,3.9,AI Insights
C1005,2022-08-01,6,28,52,2.5,Dashboard
C1005,2022-09-01,7,24,68,3.9,API Access
C1005,2022-10-01,4,13,26,3.9,Dashboard
C1005,2022-11-01,4,8,16,3.3,Collaboration
C1005,2022-12-01,7,32,62,3.6,Reports
C1005,2023-01-01,5,23,37,4.0,Integrations
C1005,2023-02-01,4,9,14,3.2,Collaboration
C1005,2023-03-01,6,11,23,1.6,API Access
C1005,2023-04-01,5,20,58,3.8,Collaboration
C1005,2023-05-01,7,29,55,1.8,Data Export
C1005,2023-06-01,7,30,63,2.9,Integrations
C1005,2023-07-01,7,28,54,2.7,Dashboard
C1005,2023-08-01,4,5,9,1.6,API Access
C1005,2023-09-01,7,28,54,3.0,Data Export
C1005,2023-10-01,7,11,21,2.3,Reports
C1005,2023-11-01,4,15,42,3.4,Integrations
C1005,2023-12-01,7,12,24,3.1,Collaboration
C1005,2024-01-01,6,23,40,2.2,Collaboration
C1005,2024-02-01,4,10,25,3.5,Automation
C1005,2024-03-01,4,6,15,3.1,AI Insights
C1005,2024-04-01,6,8,13,2.2,Collaboration
C1005,2024-05-01,5,11,22,3.0,Reports
C1005,2024-06-01,7,21,37,1.8,Integrations
C1006,2023-02-01,6,16,24,2.6,Reports
C1006,2023-03-01,7,17,28,1.8,Dashboard
C1006,2023-04-01,4,16,32,2.1,AI Insights
C1006,2023-05-01,3,10,18,1.5,AI Insights
C1006,2023-06-01,2,4,11,1.8,Collaboration
C1006,2023-07-01,2,1,2,1.6,Integrations
C1007,2022-09-01,4,5,8,4.0,Reports
C1007,2022-10-01,6,19,45,3.1,Data Export
C1007,2022-11-01,4,16,24,1.6,Reports
C1007,2022-12-01,7,28,52,3.4,API Access
C1007,2023-01-01,4,16,42,2.9,Dashboard
C1007,2023-02-01,6,26,68,3.7,Dashboard
C1007,2023-03-01,7,17,43,3.9,Data Export
C1007,2023-04-01,6,12,28,2.3,Data Export
C1007,2023-05-01,5,15,42,3.8,Automation
C1007,2023-06-01,4,18,36,2.4,Dashboard
C1007,2023-07-01,4,11,19,2.9,Collaboration
C1007,2023-08-01,5,19,41,3.5,Integrations
C1007,2023-09-01,4,8,13,2.6,API Access
C1007,2023-10-01,6,18,48,2.7,Collaboration
C1007,2023-11-01,4,7,16,3.4,Automation
C1007,2023-12-01,5,14,37,2.9,API Access
C1007,2024-01-01,7,9,25,2.9,Dashboard
C1007,2024-02-01,7,12,23,1.6,AI Insights
C1007,2024-03-01,6,24,52,3.9,Dashboard
C1007,2024-04-01,4,8,22,2.1,AI Insights
C1007,2024-05-01,4,10,17,3.9,Dashboard
C1007,2024-06-01,6,24,49,3.2,API Access
C1008,2023-05-01,20,85,178,4.1,API Access
C1008,2023-06-01,21,115,183,4.6,Dashboard
C1008,2023-07-01,23,163,472,4.9,Data Export
C1008,2023-08-01,29,66,104,2.8,API Access
C1008,2023-09-01,19,49,78,4.1,Dashboard
C1008,2023-10-01,17,34,98,5.3,Integrations
C1008,2023-11-01,18,108,207,3.2,AI Insights
C1008,2023-12-01,16,75,137,2.9,Integrations
C1008,2024-01-01,19,40,61,3.5,Dashboard
C1008,2024-02-01,21,129,207,2.5,Collaboration
C1008,2024-03-01,15,35,100,3.8,AI Insights
C1008,2024-04-01,26,147,438,4.9,API Access
C1008,2024-05-01,26,79,221,4.6,Reports
C1008,2024-06-01,19,43,64,2.5,Dashboard
C1009,2023-04-01,35,313,666,6.9,Dashboard
C1009,2023-05-01,30,246,659,7.3,Dashboard
C1009,2023-06-01,29,184,364,6.9,Collaboration
C1009,2023-07-01,22,174,497,7.6,Reports
C1009,2023-08-01,21,85,174,5.9,Integrations
C1009,2023-09-01,26,110,227,7.7,Dashboard
C1009,2023-10-01,33,221,384,6.7,Dashboard
C1009,2023-11-01,25,112,295,7.2,Reports
C1009,2023-12-01,25,199,438,3.4,Dashboard
C1009,2024-01-01,22,125,198,5.6,Dashboard
C1009,2024-02-01,27,116,287,5.8,Automation
C1009,2024-03-01,24,172,273,3.7,Reports
C1009,2024-04-01,39,242,644,7.5,Reports
C1009,2024-05-01,21,96,265,6.6,Automation
C1009,2024-06-01,27,96,168,4.4,AI Insights
C1010,2022-11-01,1,2,3,2.7,Integrations
C1010,2022-12-01,1,4,8,2.6,Dashboard
C1010,2023-01-01,1,4,10,1.9,Data Export
C1010,2023-02-01,1,3,8,2.1,Integrations
C1010,2023-03-01,1,2,5,2.5,Dashboard
C1010,2023-04-01,1,2,4,2.7,Dashboard
C1010,2023-05-01,1,3,8,2.8,Data Export
C1010,2023-06-01,1,3,5,1.7,Reports
C1010,2023-07-01,1,2,3,3.5,Automation
C1010,2023-08-01,1,3,5,2.1,API Access
C1010,2023-09-01,1,4,9,2.7,Data Export
C1010,2023-10-01,1,2,5,3.4,API Access
C1010,2023-11-01,1,2,4,2.7,AI Insights
C1010,2023-12-01,1,1,2,3.0,Collaboration
C1010,2024-01-01,1,4,7,3.6,API Access
C1010,2024-02-01,1,3,5,3.3,Dashboard
C1010,2024-03-01,1,1,2,2.8,Dashboard
C1010,2024-04-01,1,2,4,3.7,API Access
C1010,2024-05-01,1,2,4,1.7,Reports
C1010,2024-06-01,1,3,5,2.2,Integrations
C1011,2023-10-01,31,126,259,7.7,Collaboration
C1011,2023-11-01,39,95,225,7.1,Dashboard
C1011,2023-12-01,37,287,858,7.9,Collaboration
C1011,2024-01-01,20,191,541,4.1,API Access
C1011,2024-02-01,29,85,181,3.3,Dashboard
C1011,2024-03-01,29,254,388,4.2,Data Export
C1011,2024-04-01,28,106,300,3.4,Reports
C1011,2024-05-01,20,52,123,4.2,API Access
C1011,2024-06-01,29,122,234,6.0,Collaboration
C1012,2021-08-01,7,19,44,3.5,API Access
C1012,2021-09-01,4,12,27,3.9,Dashboard
C1012,2021-10-01,5,22,41,2.0,Reports
C1012,2021-11-01,6,24,55,1.9,Automation
C1012,2021-12-01,6,12,26,2.0,AI Insights
C1012,2022-01-01,4,17,29,3.0,Collaboration
C1012,2022-02-01,4,14,27,3.5,Collaboration
C1012,2022-03-01,4,16,41,2.7,Automation
C1012,2022-04-01,7,19,33,3.1,Reports
C1012,2022-05-01,4,11,26,3.1,Reports
C1012,2022-06-01,5,6,16,2.6,Collaboration
C1012,2022-07-01,5,14,28,2.6,Collaboration
C1012,2022-08-01,4,12,29,3.8,Integrations
C1012,2022-09-01,7,12,18,2.0,Dashboard
C1012,2022-10-01,5,20,38,3.6,Automation
C1012,2022-11-01,5,15,43,3.0,Dashboard
C1012,2022-12-01,4,18,33,2.0,Data Export
C1012,2023-01-01,4,5,8,2.5,Automation
C1012,2023-02-01,5,21,33,3.1,AI Insights
C1012,2023-03-01,7,15,40,3.2,Dashboard
C1012,2023-04-01,7,23,62,3.5,Reports
C1012,2023-05-01,7,24,63,2.2,Collaboration
C1012,2023-06-01,5,10,28,3.0,Dashboard
C1012,2023-07-01,7,9,21,3.4,Data Export
C1012,2023-08-01,4,6,17,2.2,Reports
C1012,2023-09-01,4,13,28,2.4,Integrations
C1012,2023-10-01,5,21,50,1.9,Dashboard
C1012,2023-11-01,4,18,37,1.8,API Access
C1012,2023-12-01,6,13,20,1.6,Dashboard
C1012,2024-01-01,7,15,24,2.1,API Access
C1012,2024-02-01,6,24,57,2.0,API Access
C1012,2024-03-01,6,9,18,3.3,Dashboard
C1012,2024-04-01,5,23,50,2.0,Collaboration
C1012,2024-05-01,6,15,31,3.8,Dashboard
C1012,2024-06-01,4,13,21,3.5,Reports
C1013,2022-10-01,1,3,7,3.7,Data Export
C1013,2022-11-01,1,1,1,2.0,Dashboard
C1013,2022-12-01,1,2,3,1.6,Dashboard
C1013,2023-01-01,1,3,4,3.1,Reports
C1013,2023-02-01,1,1,2,2.8,Integrations
C1013,2023-03-01,1,2,4,1.9,Automation
C1013,2023-04-01,1,1,2,2.8,Reports
C1013,2023-05-01,1,3,7,3.3,Integrations
C1013,2023-06-01,1,1,2,1.6,AI Insights
C1013,2023-07-01,1,1,2,2.5,Integrations
C1013,2023-08-01,1,4,10,3.0,Data Export
C1013,2023-09-01,1,1,2,3.9,Dashboard
C1013,2023-10-01,1,3,5,2.6,Dashboard
C1013,2023-11-01,1,3,8,2.5,Integrations
C1013,2023-12-01,1,3,5,3.5,Automation
C1013,2024-01-01,1,2,4,2.0,AI Insights
C1013,2024-02-01,1,2,4,3.5,Reports
C1013,2024-03-01,1,4,9,2.4,Reports
C1013,2024-04-01,1,2,4,2.0,Collaboration
C1013,2024-05-01,1,1,1,3.4,Automation
C1013,2024-06-01,1,1,2,2.3,Dashboard
C1014,2022-07-01,112,743,1395,4.1,Dashboard
C1014,2022-08-01,148,535,932,7.6,Dashboard
C1014,2022-09-01,125,457,693,3.3,AI Insights
C1014,2022-10-01,113,409,1039,3.4,API Access
C1014,2022-11-01,80,721,2046,7.2,Dashboard
C1014,2022-12-01,126,692,1230,5.5,Reports
C1014,2023-01-01,83,627,1518,3.4,AI Insights
C1014,2023-02-01,125,521,1377,5.8,Dashboard
C1014,2023-03-01,92,774,1269,7.8,Reports
C1014,2023-04-01,148,1095,2332,3.3,Integrations
C1014,2023-05-01,116,828,1639,4.5,Dashboard
C1014,2023-06-01,134,724,1998,5.5,API Access
C1014,2023-07-01,90,398,1020,6.6,Reports
C1014,2023-08-01,81,384,842,4.2,API Access
C1014,2023-09-01,115,628,1080,4.3,Dashboard
C1014,2023-10-01,158,1387,3716,3.8,Automation
C1014,2023-11-01,143,609,1564,7.8,Reports
C1014,2023-12-01,155,1170,2437,4.5,Collaboration
C1014,2024-01-01,89,693,1517,5.4,Automation
C1014,2024-02-01,111,555,1624,7.5,AI Insights
C1014,2024-03-01,113,834,2239,6.1,Dashboard
C1014,2024-04-01,157,1302,3671,7.1,API Access
C1014,2024-05-01,148,461,1072,3.3,Dashboard
C1014,2024-06-01,147,1008,2365,4.0,Automation
C1015,2024-06-01,1,2,4,4.0,Reports
C1016,2023-10-01,19,113,198,3.4,API Access
C1016,2023-11-01,20,57,155,4.5,API Access
C1016,2023-12-01,26,48,97,3.5,Integrations
C1016,2024-01-01,26,99,261,3.9,Integrations
C1016,2024-02-01,19,82,147,4.0,AI Insights
C1016,2024-03-01,15,27,79,4.5,Reports
C1016,2024-04-01,28,145,285,5.1,Reports
C1016,2024-05-01,16,91,168,5.2,Automation
C1016,2024-06-01,27,53,141,4.1,Dashboard
C1017,2022-09-01,1,1,2,3.2,API Access
C1017,2022-10-01,1,1,2,3.8,Reports
C1017,2022-11-01,1,1,2,1.8,AI Insights
C1017,2022-12-01,1,4,8,2.6,Collaboration
C1017,2023-01-01,1,1,2,3.4,API Access
C1017,2023-02-01,1,4,10,2.5,Reports
C1017,2023-03-01,1,3,8,3.4,Integrations
C1017,2023-04-01,1,1,2,3.3,Integrations
C1017,2023-05-01,1,3,5,1.7,API Access
C1017,2023-06-01,1,3,4,3.9,Reports
C1017,2023-07-01,1,2,4,1.7,AI Insights
C1017,2023-08-01,1,4,9,2.2,Dashboard
C1017,2023-09-01,1,2,3,3.6,API Access
C1017,2023-10-01,1,4,9,1.9,AI Insights
C1017,2023-11-01,1,4,8,3.0,Reports
C1017,2023-12-01,1,1,2,2.8,Integrations
C1017,2024-01-01,1,3,5,3.0,Collaboration
C1017,2024-02-01,1,3,7,2.1,Automation
C1017,2024-03-01,1,3,7,3.6,AI Insights
C1017,2024-04-01,1,1,2,3.5,Automation
C1017,2024-05-01,1,4,9,3.0,Dashboard
C1017,2024-06-01,1,2,3,3.7,API Access
C1018,2022-01-01,1,1,2,3.2,API Access
C1018,2022-02-01,1,1,2,3.4,API Access
C1018,2022-03-01,1,4,10,3.7,API Access
C1018,2022-04-01,1,3,5,3.6,Collaboration
C1018,2022-05-01,1,4,10,3.8,API Access
C1018,2022-06-01,1,2,3,3.7,Reports
C1018,2022-07-01,1,2,4,3.8,Dashboard
C1018,2022-08-01,1,4,9,2.0,Integrations
C1018,2022-09-01,1,1,2,2.9,Data Export
C1018,2022-10-01,1,4,10,2.2,Reports
C1018,2022-11-01,1,3,7,1.9,Reports
C1018,2022-12-01,1,4,8,4.0,Integrations
C1018,2023-01-01,1,2,4,2.1,Reports
C1018,2023-02-01,1,3,8,2.3,Integrations
C1018,2023-03-01,1,3,7,2.2,Dashboard
C1018,2023-04-01,1,4,10,3.4,API Access
C1018,2023-05-01,1,2,4,3.8,API Access
C1018,2023-06-01,1,3,7,3.2,Reports
C1018,2023-07-01,1,3,7,3.8,Dashboard
C1018,2023-08-01,1,4,11,3.0,AI Insights
C1018,2023-09-01,1,4,9,2.4,Dashboard
C1018,2023-10-01,1,1,2,3.8,Data Export
C1018,2023-11-01,1,2,4,1.7,Dashboard
C1018,2023-12-01,1,1,2,3.3,Collaboration
C1018,2024-01-01,1,1,2,2.1,API Access
C1018,2024-02-01,1,2,3,1.2,Integrations
C1019,2022-02-01,1,1,2,2.7,Integrations
C1019,2022-03-01,1,4,11,2.0,Automation
C1019,2022-04-01,1,1,2,1.6,Data Export
C1019,2022-05-01,1,3,8,2.5,Dashboard
C1019,2022-06-01,1,2,3,2.9,Integrations
C1019,2022-07-01,1,2,3,1.7,AI Insights
C1019,2022-08-01,1,4,7,3.8,Reports
C1019,2022-09-01,1,2,4,3.1,Dashboard
C1019,2022-10-01,1,4,10,3.7,Collaboration
C1019,2022-11-01,1,1,2,3.5,Data Export
C1019,2022-12-01,1,1,2,2.1,Integrations
C1019,2023-01-01,1,4,6,2.1,Reports
C1019,2023-02-01,1,3,5,2.7,Collaboration
C1019,2023-03-01,1,1,2,3.2,API Access
C1019,2023-04-01,1,3,5,2.4,Collaboration
C1019,2023-05-01,1,2,4,2.1,AI Insights
C1019,2023-06-01,1,3,7,3.6,Collaboration
C1019,2023-07-01,1,2,3,2.2,API Access
C1019,2023-08-01,1,4,11,2.9,Dashboard
C1019,2023-09-01,1,3,8,2.2,Reports
C1019,2023-10-01,1,2,3,2.1,Dashboard
C1019,2023-11-01,1,2,5,3.1,Automation
C1019,2023-12-01,1,2,3,2.5,Reports
C1019,2024-01-01,1,4,11,3.2,Dashboard
C1019,2024-02-01,1,4,7,2.9,Dashboard
C1019,2024-03-01,1,3,5,2.5,API Access
C1019,2024-04-01,1,4,9,2.6,Dashboard
C1019,2024-05-01,1,3,7,3.7,Automation
C1019,2024-06-01,1,3,7,3.5,AI Insights
C1020,2023-11-01,1,2,4,2.7,Data Export
C1020,2023-12-01,1,2,4,3.1,Reports
C1020,2024-01-01,1,1,1,2.2,Dashboard
C1020,2024-02-01,1,4,7,3.1,Reports
C1020,2024-03-01,1,3,7,3.9,Integrations
C1020,2024-04-01,1,1,1,1.6,Dashboard
C1020,2024-05-01,1,3,7,2.7,API Access
C1020,2024-06-01,1,3,8,3.9,Reports
C1021,2021-11-01,13,52,80,4.6,Data Export
C1021,2021-12-01,8,36,54,5.7,Integrations
C1021,2022-01-01,10,88,243,5.5,Dashboard
C1021,2022-02-01,12,66,131,6.4,Reports
C1021,2022-03-01,13,93,236,4.6,Dashboard
C1021,2022-04-01,12,90,155,5.7,Reports
C1021,2022-05-01,14,36,104,8.0,API Access
C1021,2022-06-01,15,47,137,5.9,Automation
C1021,2022-07-01,9,82,238,7.2,Integrations
C1021,2022-08-01,15,124,306,7.3,API Access
C1021,2022-09-01,9,21,46,4.9,Automation
C1021,2022-10-01,8,54,114,7.7,API Access
C1021,2022-11-01,10,58,152,6.3,AI Insights
C1021,2022-12-01,15,67,185,4.7,Collaboration
C1021,2023-01-01,10,42,107,4.7,Data Export
C1021,2023-02-01,13,76,184,7.3,Dashboard
C1021,2023-03-01,8,47,84,4.0,API Access
C1021,2023-04-01,15,42,89,6.8,AI Insights
C1021,2023-05-01,9,24,61,7.2,AI Insights
C1021,2023-06-01,12,91,217,5.7,Dashboard
C1021,2023-07-01,11,41,106,7.1,Collaboration
C1021,2023-08-01,10,84,162,6.1,AI Insights
C1021,2023-09-01,11,28,73,5.8,Collaboration
C1021,2023-10-01,14,65,103,7.8,Dashboard
C1021,2023-11-01,14,75,121,6.8,Dashboard
C1021,2023-12-01,11,29,83,5.9,Collaboration
C1021,2024-01-01,10,58,107,6.4,Collaboration
C1021,2024-02-01,12,35,70,4.1,Reports
C1021,2024-03-01,12,35,94,5.6,Reports
C1021,2024-04-01,12,35,91,3.7,Collaboration
C1021,2024-05-01,11,47,126,5.1,Reports
C1021,2024-06-01,12,38,79,6.3,Collaboration
C1022,2022-02-01,1,2,4,3.7,Collaboration
C1022,2022-03-01,1,2,3,2.9,Data Export
C1022,2022-04-01,1,2,5,3.3,Dashboard
C1022,2022-05-01,1,3,7,3.0,API Access
C1022,2022-06-01,1,4,10,2.2,Reports
C1022,2022-07-01,1,3,7,2.3,Data Export
C1022,2022-08-01,1,3,6,1.6,API Access
C1022,2022-09-01,1,3,4,3.8,Reports
C1022,2022-10-01,1,3,8,3.3,Reports
C1022,2022-11-01,1,1,2,3.1,API Access
C1022,2022-12-01,1,1,2,3.8,AI Insights
C1022,2023-01-01,1,2,4,3.9,Integrations
C1022,2023-02-01,1,1,1,3.9,AI Insights
C1022,2023-03-01,1,3,6,3.3,Automation
C1022,2023-04-01,1,2,3,1.8,Automation
C1022,2023-05-01,1,4,8,1.8,Integrations
C1022,2023-06-01,1,3,6,3.5,Reports
C1022,2023-07-01,1,1,2,1.7,Data Export
C1022,2023-08-01,1,3,5,1.6,Reports
C1022,2023-09-01,1,3,6,3.9,Reports
C1022,2023-10-01,1,2,5,3.5,Collaboration
C1022,2023-11-01,1,3,5,3.1,Dashboard
C1022,2023-12-01,1,1,2,1.8,Automation
C1022,2024-01-01,1,2,3,3.7,API Access
C1022,2024-02-01,1,2,5,2.0,Reports
C1022,2024-03-01,1,2,3,2.2,Dashboard
C1022,2024-04-01,1,1,2,1.6,Reports
C1022,2024-05-01,1,4,6,3.8,Integrations
C1022,2024-06-01,1,4,6,2.2,API Access
C1023,2024-01-01,99,828,1702,3.8,Integrations
C1023,2024-02-01,131,924,1980,7.2,Automation
C1023,2024-03-01,127,314,572,3.4,Dashboard
C1023,2024-04-01,93,762,1414,3.3,Reports
C1023,2024-05-01,81,347,602,4.2,Data Export
C1023,2024-06-01,140,908,2310,5.0,Collaboration
C1024,2024-02-01,6,25,73,1.7,Automation
C1024,2024-03-01,6,8,22,2.7,Data Export
C1024,2024-04-01,7,31,77,2.2,Reports
C1024,2024-05-01,6,27,42,2.3,Integrations
C1024,2024-06-01,6,22,63,2.1,Dashboard
C1025,2024-03-01,28,174,292,5.2,API Access
C1025,2024-04-01,22,95,182,5.1,Reports
C1025,2024-05-01,13,61,105,2.0,Collaboration
C1026,2023-04-01,2,4,9,2.6,Automation
C1026,2023-05-01,2,6,16,2.8,API Access
C1026,2023-06-01,1,4,6,2.4,API Access
C1026,2023-07-01,2,11,31,3.9,Dashboard
C1026,2023-08-01,2,14,28,3.7,Dashboard
C1026,2023-09-01,2,10,16,3.2,AI Insights
C1026,2023-10-01,2,8,21,3.5,Dashboard
C1026,2023-11-01,2,9,18,3.0,Reports
C1026,2023-12-01,1,4,7,4.4,Dashboard
C1026,2024-01-01,2,6,15,3.2,Automation
C1026,2024-02-01,1,6,17,4.5,Reports
C1026,2024-03-01,2,9,23,5.1,Data Export
C1026,2024-04-01,2,9,19,5.1,Reports
C1026,2024-05-01,2,9,19,3.8,Dashboard
C1026,2024-06-01,1,6,15,4.2,Automation
C1027,2021-09-01,1,2,5,2.5,API Access
C1027,2021-10-01,1,4,11,3.3,Collaboration
C1027,2021-11-01,1,1,1,3.7,Collaboration
C1027,2021-12-01,1,1,1,2.5,API Access
C1027,2022-01-01,1,4,6,3.3,Automation
C1027,2022-02-01,1,3,5,4.0,API Access
C1027,2022-03-01,1,1,2,1.9,Reports
C1027,2022-04-01,1,2,5,3.9,Reports
C1027,2022-05-01,1,3,5,2.7,Data Export
C1027,2022-06-01,1,3,5,2.9,Reports
C1027,2022-07-01,1,1,2,1.7,Dashboard
C1027,2022-08-01,1,1,2,2.1,AI Insights
C1027,2022-09-01,1,2,3,3.9,API Access
C1027,2022-10-01,1,3,5,3.1,Collaboration
C1027,2022-11-01,1,4,11,2.4,Reports
C1027,2022-12-01,1,4,6,3.8,Reports
C1027,2023-01-01,1,3,4,2.9,Reports
C1027,2023-02-01,1,3,6,2.3,Reports
C1027,2023-03-01,1,1,2,4.0,AI Insights
C1027,2023-04-01,1,1,2,2.7,Reports
C1027,2023-05-01,1,4,9,3.9,Data Export
C1027,2023-06-01,1,2,4,3.8,API Access
C1027,2023-07-01,1,2,3,3.5,Reports
C1027,2023-08-01,1,3,8,1.9,Reports
C1027,2023-09-01,1,1,2,3.3,AI Insights
C1027,2023-10-01,1,2,3,3.2,API Access
C1027,2023-11-01,1,2,3,2.7,Dashboard
C1027,2023-12-01,1,1,2,3.6,Dashboard
C1027,2024-01-01,1,3,5,2.8,Data Export
C1027,2024-02-01,1,4,11,3.7,Collaboration
C1027,2024-03-01,1,3,5,2.7,Reports
C1027,2024-04-01,1,3,4,3.8,Data Export
C1027,2024-05-01,1,3,6,3.0,Integrations
C1027,2024-06-01,1,4,10,2.2,Data Export
C1028,2024-03-01,120,317,827,7.5,Collaboration
C1028,2024-04-01,81,358,914,6.4,Dashboard
C1028,2024-05-01,113,980,1906,3.8,AI Insights
C1028,2024-06-01,158,671,1389,3.8,Dashboard
C1029,2022-09-01,9,50,141,5.3,Dashboard
C1029,2022-10-01,11,25,60,4.4,Reports
C1029,2022-11-01,7,12,19,4.9,API Access
C1029,2022-12-01,10,67,116,5.7,Collaboration
C1029,2023-01-01,11,61,119,4.2,Dashboard
C1029,2023-02-01,11,57,114,5.0,AI Insights
C1029,2023-03-01,10,21,47,4.2,Dashboard
C1029,2023-04-01,11,31,70,4.4,API Access
C1029,2023-05-01,7,33,91,2.6,Integrations
C1029,2023-06-01,8,17,44,4.9,Reports
C1029,2023-07-01,9,35,77,5.9,Integrations
C1029,2023-08-01,11,77,160,5.1,Reports
C1029,2023-09-01,8,33,62,5.2,API Access
C1029,2023-10-01,11,51,150,5.5,Collaboration
C1029,2023-11-01,8,23,62,2.6,Integrations
C1029,2023-12-01,9,23,37,3.8,Dashboard
C1029,2024-01-01,8,29,57,4.0,Integrations
C1029,2024-02-01,11,39,97,4.3,API Access
C1029,2024-03-01,7,41,116,3.7,Data Export
C1029,2024-04-01,7,30,57,2.4,API Access
C1029,2024-05-01,8,36,97,5.3,Collaboration
C1029,2024-06-01,7,14,22,3.8,Reports
C1030,2022-05-01,99,407,767,5.2,Dashboard
C1030,2022-06-01,136,1040,3015,3.6,Collaboration
C1030,2022-07-01,164,710,1497,6.5,API Access
C1030,2022-08-01,136,624,1233,6.1,Dashboard
C1030,2022-09-01,95,271,506,4.6,Collaboration
C1030,2022-10-01,116,1193,2064,4.7,Automation
C1030,2022-11-01,95,291,739,7.5,Integrations
C1030,2022-12-01,156,703,2091,7.8,Reports
C1030,2023-01-01,96,468,1108,6.8,API Access
C1030,2023-02-01,95,723,1731,8.3,Data Export
C1030,2023-03-01,170,1667,2837,5.1,Data Export
C1030,2023-04-01,139,498,1017,6.9,Integrations
C1030,2023-05-01,116,1172,2573,5.5,AI Insights
C1030,2023-06-01,157,1049,3127,8.9,Dashboard
C1030,2023-07-01,118,930,2724,6.7,Automation
C1030,2023-08-01,169,1256,3067,6.6,Dashboard
C1030,2023-09-01,178,482,1241,5.0,Dashboard
C1030,2023-10-01,168,1619,4374,8.8,Reports
C1030,2023-11-01,137,1451,2481,6.4,Automation
C1030,2023-12-01,168,1091,3018,4.4,Reports
C1030,2024-01-01,140,876,1918,5.1,API Access
C1030,2024-02-01,122,690,2016,7.1,Dashboard
C1030,2024-03-01,170,1474,4407,7.3,AI Insights
C1030,2024-04-01,108,729,1918,4.3,Automation
C1030,2024-05-01,160,1105,2314,6.4,Data Export
C1030,2024-06-01,99,604,1127,7.7,Dashboard
C1031,2024-02-01,11,21,51,5.0,Reports
C1031,2024-03-01,9,29,63,5.4,Reports
C1031,2024-04-01,9,20,59,3.1,Dashboard
C1031,2024-05-01,8,50,91,5.9,Data Export
C1031,2024-06-01,6,13,35,5.7,Collaboration
C1032,2024-05-01,1,3,5,3.5,Collaboration
C1032,2024-06-01,1,4,9,2.6,Integrations
C1033,2021-07-01,7,31,89,2.2,API Access
