customer_id,plan_id,month,base_revenue,discount,expansion_revenue,subscription_revenue,tenure_months,renewal_status
C1005,P002,2023-08-01,79,9.69,0.0,69.31,18,Active
C1005,P002,2023-09-01,79,9.74,0.0,69.26,19,Active
C1005,P002,2023-10-01,79,10.95,0.0,68.05,20,Active
C1005,P002,2023-11-01,79,8.22,0.0,70.78,21,Active
C1005,P002,2023-12-01,79,8.23,0.0,70.77,22,Active
C1005,P002,2024-01-01,79,14.31,0.0,64.69,23,Active
C1005,P002,2024-02-01,79,14.33,0.0,64.67,24,Active
C1005,P002,2024-03-01,79,10.64,0.0,68.36,25,Active
C1005,P002,2024-04-01,79,10.68,0.0,68.32,26,Active
C1005,P002,2024-05-01,79,10.67,0.0,68.33,27,Active
C1005,P002,2024-06-01,79,8.73,0.0,70.27,28,Active
C1006,P002,2023-02-01,79,10.76,0.0,68.24,0,Active
C1006,P002,2023-03-01,79,6.55,0.0,72.45,1,Active
C1006,P002,2023-04-01,79,6.23,0.0,72.77,2,Active
C1006,P002,2023-05-01,79,5.28,0.0,73.72,3,At Risk
C1006,P002,2023-06-01,79,6.01,0.0,72.99,4,At Risk
C1006,P002,2023-07-01,79,6.69,0.0,72.31,5,Churned
C1007,P002,2022-09-01,79,4.52,0.0,74.48,0,Active
C1007,P002,2022-10-01,79,3.64,0.0,75.36,1,Active
C1007,P002,2022-11-01,79,3.62,0.0,75.38,2,Active
C1007,P002,2022-12-01,79,5.15,0.0,73.85,3,Active
C1007,P002,2023-01-01,79,8.5,0.0,70.5,4,Active
C1007,P002,2023-02-01,79,6.48,0.0,72.52,5,Active
C1007,P002,2023-03-01,79,3.87,0.0,75.13,6,Active
C1007,P002,2023-04-01,79,3.22,0.0,75.78,7,Active
C1007,P002,2023-05-01,79,3.55,0.0,75.45,8,Active
C1007,P002,2023-06-01,79,3.44,0.0,75.56,9,Active
C1007,P002,2023-07-01,79,4.88,0.0,74.12,10,Active
C1007,P002,2023-08-01,79,3.35,0.0,75.65,11,Active
C1007,P002,2023-09-01,79,5.03,0.0,73.97,12,Active
C1007,P002,2023-10-01,79,5.08,0.0,73.92,13,Active
C1007,P002,2023-11-01,79,4.53,0.0,74.47,14,Active
C1007,P002,2023-12-01,79,5.44,0.0,73.56,15,Active
C1007,P002,2024-01-01,79,7.04,0.0,71.96,16,Active
C1007,P002,2024-02-01,79,7.27,0.0,71.73,17,Active
C1007,P002,2024-03-01,79,4.72,0.0,74.28,18,Active
C1007,P002,2024-04-01,79,4.82,0.0,74.18,19,Active
C1007,P002,2024-05-01,79,3.38,0.0,75.62,20,Active
C1007,P002,2024-06-01,79,4.67,0.0,74.33,21,Active
C1008,P003,2023-05-01,149,12.55,0.0,136.45,0,Active
C1008,P003,2023-06-01,149,11.57,0.0,137.43,1,Active
C1008,P003,2023-07-01,149,11.37,0.0,137.63,2,Active
C1008,P003,2023-08-01,149,12.02,0.0,136.98,3,Active
C1008,P003,2023-09-01,149,9.27,0.0,139.73,4,Active
C1008,P003,2023-10-01,149,9.33,0.0,139.67,5,Active
C1008,P003,2023-11-01,149,11.34,0.0,137.66,6,Active
C1008,P003,2023-12-01,149,12.06,0.0,136.94,7,Active
C1008,P003,2024-01-01,149,17.43,0.0,131.57,8,Active
C1008,P003,2024-02-01,149,17.59,11.32,142.73,9,Active
C1008,P003,2024-03-01,149,9.24,0.0,139.76,10,Active
C1008,P003,2024-04-01,149,10.13,0.0,138.87,11,Active
C1008,P003,2024-05-01,149,11.71,0.0,137.29,12,Active
C1008,P003,2024-06-01,149,14.44,0.0,134.56,13,Active
C1009,P003,2023-04-01,149,35.71,0.0,113.29,0,Active
C1009,P003,2023-05-01,149,36.93,0.0,112.07,1,Active
C1009,P003,2023-06-01,149,37.1,0.0,111.9,2,Active
C1009,P003,2023-07-01,149,36.32,0.0,112.68,3,Active
C1009,P003,2023-08-01,149,35.81,0.0,113.19,4,Active
C1009,P003,2023-09-01,149,34.81,24.97,139.16,5,Active
C1009,P003,2023-10-01,149,39.36,0.0,109.64,6,Active
C1009,P003,2023-11-01,149,35.55,0.0,113.45,7,Active
C1009,P003,2023-12-01,149,35.61,0.0,113.39,8,Active
C1009,P003,2024-01-01,149,44.7,0.0,104.3,9,Active
C1009,P003,2024-02-01,149,44.7,0.0,104.3,10,Active
C1009,P003,2024-03-01,149,38.34,0.0,110.66,11,Active
C1009,P003,2024-04-01,149,35.06,100.09,214.03,12,Active
C1009,P003,2024-05-01,149,35.6,0.0,113.4,13,Active
C1009,P003,2024-06-01,149,39.89,0.0,109.11,14,Active
C1010,P001,2022-11-01,29,2.56,0.0,26.44,0,Active
C1010,P001,2022-12-01,29,2.06,0.0,26.94,1,Active
C1010,P001,2023-01-01,29,4.23,0.0,24.77,2,Active
C1010,P001,2023-02-01,29,4.18,0.0,24.82,3,Active
C1010,P001,2023-03-01,29,2.27,0.0,26.73,4,Active
C1010,P001,2023-04-01,29,1.99,0.0,27.01,5,Active
C1010,P001,2023-05-01,29,2.09,0.0,26.91,6,Active
C1010,P001,2023-06-01,29,2.34,0.0,26.66,7,Active
C1010,P001,2023-07-01,29,2.46,0.0,26.54,8,Active
C1010,P001,2023-08-01,29,2.42,0.0,26.58,9,Active
C1010,P001,2023-09-01,29,1.75,0.0,27.25,10,Active
C1010,P001,2023-10-01,29,2.9,0.0,26.1,11,Active
C1010,P001,2023-11-01,29,2.86,0.0,26.14,12,Active
C1010,P001,2023-12-01,29,2.71,0.0,26.29,13,Active
C1010,P001,2024-01-01,29,3.84,0.0,25.16,14,Active
C1010,P001,2024-02-01,29,3.88,0.0,25.12,15,Active
C1010,P001,2024-03-01,29,2.07,0.0,26.93,16,Active
C1010,P001,2024-04-01,29,2.53,0.0,26.47,17,Active
C1010,P001,2024-05-01,29,2.3,0.0,26.7,18,Active
C1010,P001,2024-06-01,29,2.13,0.0,26.87,19,Active
C1011,P003,2023-10-01,149,19.53,0.0,129.47,0,Active
C1011,P003,2023-11-01,149,19.53,0.0,129.47,1,Active
C1011,P003,2023-12-01,149,23.56,0.0,125.44,2,Active
C1011,P003,2024-01-01,149,26.45,0.0,122.55,3,Active
C1011,P003,2024-02-01,149,26.76,105.73,227.97,4,Active
C1011,P003,2024-03-01,149,22.71,0.0,126.29,5,Active
C1011,P003,2024-04-01,149,19.78,22.55,151.77,6,Active
C1011,P003,2024-05-01,149,20.84,0.0,128.16,7,Active
C1011,P003,2024-06-01,149,23.29,0.0,125.71,8,Active
C1012,P002,2021-08-01,79,8.65,0.0,70.35,0,Active
C1012,P002,2021-09-01,79,8.16,0.0,70.84,1,Active
C1012,P002,2021-10-01,79,9.46,0.0,69.54,2,Active
C1012,P002,2021-11-01,79,8.9,0.0,70.1,3,Active
C1012,P002,2021-12-01,79,7.4,0.0,71.6,4,Active
C1012,P002,2022-01-01,79,12.52,0.0,66.48,5,Active
C1012,P002,2022-02-01,79,12.44,0.0,66.56,6,Active
C1012,P002,2022-03-01,79,8.34,0.0,70.66,7,Active
C1012,P002,2022-04-01,79,7.82,0.0,71.18,8,Active
C1012,P002,2022-05-01,79,9.29,0.0,69.71,9,Active
C1012,P002,2022-06-01,79,7.45,0.0,71.55,10,Active
C1012,P002,2022-07-01,79,7.27,0.0,71.73,11,Active
C1012,P002,2022-08-01,79,6.86,0.0,72.14,12,Active
C1012,P002,2022-09-01,79,8.4,0.0,70.6,13,Active
C1012,P002,2022-10-01,79,8.08,0.0,70.92,14,Active
C1012,P002,2022-11-01,79,7.25,0.0,71.75,15,Active
C1012,P002,2022-12-01,79,7.81,0.0,71.19,16,Active
C1012,P002,2023-01-01,79,12.61,0.0,66.39,17,Active
C1012,P002,2023-02-01,79,12.56,0.0,66.44,18,Active
C1012,P002,2023-03-01,79,8.09,0.0,70.91,19,Active
C1012,P002,2023-04-01,79,9.2,0.0,69.8,20,Active
C1012,P002,2023-05-01,79,9.31,0.0,69.69,21,Active
C1012,P002,2023-06-01,79,9.16,0.0,69.84,22,Active
C1012,P002,2023-07-01,79,8.39,0.0,70.61,23,Active
C1012,P002,2023-08-01,79,7.02,0.0,71.98,24,Active
C1012,P002,2023-09-01,79,7.03,0.0,71.97,25,Active
C1012,P002,2023-10-01,79,9.07,0.0,69.93,26,Active
C1012,P002,2023-11-01,79,7.65,0.0,71.35,27,Active
C1012,P002,2023-12-01,79,9.12,0.0,69.88,28,Active
C1012,P002,2024-01-01,79,11.44,0.0,67.56,29,Active
C1012,P002,2024-02-01,79,12.12,0.0,66.88,30,Active
C1012,P002,2024-03-01,79,7.79,0.0,71.21,31,Active
C1012,P002,2024-04-01,79,6.69,0.0,72.31,32,Active
C1012,P002,2024-05-01,79,6.49,0.0,72.51,33,Active
C1012,P002,2024-06-01,79,8.32,0.0,70.68,34,Active
C1013,P001,2022-10-01,29,4.44,0.0,24.56,0,Active
C1013,P001,2022-11-01,29,4.49,0.0,24.51,1,Active
C1013,P001,2022-12-01,29,4.32,0.0,24.68,2,Active
C1013,P001,2023-01-01,29,5.45,0.0,23.55,3,Active
C1013,P001,2023-02-01,29,5.36,0.0,23.64,4,Active
C1013,P001,2023-03-01,29,4.56,0.0,24.44,5,Active
C1013,P001,2023-04-01,29,4.38,0.0,24.62,6,Active
C1013,P001,2023-05-01,29,4.25,0.0,24.75,7,Active
C1013,P001,2023-06-01,29,4.78,0.0,24.22,8,Active
C1013,P001,2023-07-01,29,3.94,0.0,25.06,9,Active
C1013,P001,2023-08-01,29,4.92,0.0,24.08,10,Active
C1013,P001,2023-09-01,29,4.17,0.0,24.83,11,Active
C1013,P001,2023-10-01,29,4.92,0.0,24.08,12,Active
C1013,P001,2023-11-01,29,4.81,0.0,24.19,13,Active
C1013,P001,2023-12-01,29,4.91,0.0,24.09,14,Active
C1013,P001,2024-01-01,29,5.39,0.0,23.61,15,Active
C1013,P001,2024-02-01,29,6.22,0.0,22.78,16,Active
C1013,P001,2024-03-01,29,3.98,0.0,25.02,17,Active
C1013,P001,2024-04-01,29,3.86,0.0,25.14,18,Active
C1013,P001,2024-05-01,29,4.16,0.0,24.84,19,Active
C1013,P001,2024-06-01,29,4.91,0.0,24.09,20,Active
C1014,P004,2022-07-01,299,42.62,65.21,321.59,0,Active
C1014,P004,2022-08-01,299,41.37,0.0,257.63,1,Active
C1014,P004,2022-09-01,299,45.76,98.52,351.76,2,Active
C1014,P004,2022-10-01,299,48.2,63.37,314.17,3,Active
C1014,P004,2022-11-01,299,44.01,0.0,254.99,4,Active
C1014,P004,2022-12-01,299,44.58,73.38,327.8,5,Active
C1014,P004,2023-01-01,299,62.56,0.0,236.44,6,Active
C1014,P004,2023-02-01,299,64.49,0.0,234.51,7,Active
C1014,P004,2023-03-01,299,45.22,20.41,274.19,8,Active
C1014,P004,2023-04-01,299,47.64,0.0,251.36,9,Active
C1014,P004,2023-05-01,299,49.36,0.0,249.64,10,Active
C1014,P004,2023-06-01,299,40.1,0.0,258.9,11,Active
C1014,P004,2023-07-01,299,42.53,24.57,281.04,12,Active
C1014,P004,2023-08-01,299,50.21,0.0,248.79,13,Active
C1014,P004,2023-09-01,299,45.09,0.0,253.91,14,Active
C1014,P004,2023-10-01,299,44.06,0.0,254.94,15,Active
C1014,P004,2023-11-01,299,40.47,0.0,258.53,16,Active
C1014,P004,2023-12-01,299,44.73,0.0,254.27,17,Active
C1014,P004,2024-01-01,299,55.79,0.0,243.21,18,Active
C1014,P004,2024-02-01,299,63.53,42.43,277.9,19,Active
C1014,P004,2024-03-01,299,50.65,0.0,248.35,20,Active
C1014,P004,2024-04-01,299,39.13,0.0,259.87,21,Active
C1014,P004,2024-05-01,299,40.34,0.0,258.66,22,Active
C1014,P004,2024-06-01,299,48.34,0.0,250.66,23,Active
C1015,P001,2024-06-01,29,1.32,0.0,27.68,0,Active
C1016,P003,2023-10-01,149,15.63,0.0,133.37,0,Active
C1016,P003,2023-11-01,149,12.21,0.0,136.79,1,Active
C1016,P003,2023-12-01,149,16.9,14.63,146.73,2,Active
C1016,P003,2024-01-01,149,22.02,0.0,126.98,3,Active
C1016,P003,2024-02-01,149,20.88,0.0,128.12,4,Active
C1016,P003,2024-03-01,149,13.14,0.0,135.86,5,Active
C1016,P003,2024-04-01,149,11.98,0.0,137.02,6,Active
C1016,P003,2024-05-01,149,12.52,0.0,136.48,7,Active
C1016,P003,2024-06-01,149,15.63,0.0,133.37,8,Active
C1017,P001,2022-09-01,29,3.39,0.0,25.61,0,Active
C1017,P001,2022-10-01,29,3.94,0.0,25.06,1,Active
C1017,P001,2022-11-01,29,3.49,0.0,25.51,2,Active
C1017,P001,2022-12-01,29,3.62,0.0,25.38,3,Active
C1017,P001,2023-01-01,29,4.68,0.0,24.32,4,Active
C1017,P001,2023-02-01,29,5.26,0.0,23.74,5,Active
C1017,P001,2023-03-01,29,3.48,0.0,25.52,6,Active
C1017,P001,2023-04-01,29,3.61,0.0,25.39,7,Active
C1017,P001,2023-05-01,29,3.8,0.0,25.2,8,Active
C1017,P001,2023-06-01,29,3.86,0.0,25.14,9,Active
C1017,P001,2023-07-01,29,4.03,0.0,24.97,10,Active
C1017,P001,2023-08-01,29,3.32,0.0,25.68,11,Active
C1017,P001,2023-09-01,29,3.38,0.0,25.62,12,Active
C1017,P001,2023-10-01,29,3.09,0.0,25.91,13,Active
C1017,P001,2023-11-01,29,3.54,0.0,25.46,14,Active
C1017,P001,2023-12-01,29,3.96,0.0,25.04,15,Active
C1017,P001,2024-01-01,29,5.15,0.0,23.85,16,Active
C1017,P001,2024-02-01,29,4.91,0.0,24.09,17,Active
C1017,P001,2024-03-01,29,3.17,0.0,25.83,18,Active
C1017,P001,2024-04-01,29,2.91,0.0,26.09,19,Active
C1017,P001,2024-05-01,29,3.0,0.0,26.0,20,Active
C1017,P001,2024-06-01,29,3.03,0.0,25.97,21,Active
C1018,P001,2022-01-01,29,4.15,0.0,24.85,0,Active
C1018,P001,2022-02-01,29,4.05,0.0,24.95,1,Active
C1018,P001,2022-03-01,29,3.13,0.0,25.87,2,Active
C1018,P001,2022-04-01,29,2.93,0.0,26.07,3,Active
C1018,P001,2022-05-01,29,2.12,0.0,26.88,4,Active
C1018,P001,2022-06-01,29,2.87,0.0,26.13,5,Active
C1018,P001,2022-07-01,29,3.08,0.0,25.92,6,Active
C1018,P001,2022-08-01,29,2.78,0.0,26.22,7,Active
C1018,P001,2022-09-01,29,2.56,0.0,26.44,8,Active
C1018,P001,2022-10-01,29,3.16,0.0,25.84,9,Active
C1018,P001,2022-11-01,29,2.34,0.0,26.66,10,Active
C1018,P001,2022-12-01,29,2.09,0.0,26.91,11,Active
C1018,P001,2023-01-01,29,4.42,0.0,24.58,12,Active
C1018,P001,2023-02-01,29,4.49,0.0,24.51,13,Active
C1018,P001,2023-03-01,29,3.02,0.0,25.98,14,Active
C1018,P001,2023-04-01,29,2.45,0.0,26.55,15,Active
C1018,P001,2023-05-01,29,2.82,0.0,26.18,16,Active
C1018,P001,2023-06-01,29,2.52,0.0,26.48,17,Active
C1018,P001,2023-07-01,29,2.16,0.0,26.84,18,Active
C1018,P001,2023-08-01,29,3.02,0.0,25.98,19,Active
C1018,P001,2023-09-01,29,3.06,0.0,25.94,20,Active
C1018,P001,2023-10-01,29,2.04,0.0,26.96,21,Active
C1018,P001,2023-11-01,29,2.19,0.0,26.81,22,Active
C1018,P001,2023-12-01,29,2.78,0.0,26.22,23,At Risk
C1018,P001,2024-01-01,29,3.86,0.0,25.14,24,At Risk
C1018,P001,2024-02-01,29,4.52,0.0,24.48,25,Churned
C1019,P001,2022-02-01,29,5.46,0.0,23.54,0,Active
C1019,P001,2022-03-01,29,3.21,0.0,25.79,1,Active
C1019,P001,2022-04-01,29,3.75,0.0,25.25,2,Active
C1019,P001,2022-05-01,29,3.33,0.0,25.67,3,Active
C1019,P001,2022-06-01,29,3.3,0.0,25.7,4,Active
C1019,P001,2022-07-01,29,3.03,0.0,25.97,5,Active
C1019,P001,2022-08-01,29,3.36,0.0,25.64,6,Active
C1019,P001,2022-09-01,29,3.43,0.0,25.57,7,Active
C1019,P001,2022-10-01,29,3.87,0.0,25.13,8,Active
C1019,P001,2022-11-01,29,3.7,0.0,25.3,9,Active
C1019,P001,2022-12-01,29,3.45,0.0,25.55,10,Active
C1019,P001,2023-01-01,29,4.84,0.0,24.16,11,Active
C1019,P001,2023-02-01,29,5.38,0.0,23.62,12,Active
C1019,P001,2023-03-01,29,3.09,0.0,25.91,13,Active
C1019,P001,2023-04-01,29,3.05,0.0,25.95,14,Active
C1019,P001,2023-05-01,29,3.74,0.0,25.26,15,Active
C1019,P001,2023-06-01,29,4.04,0.0,24.96,16,Active
C1019,P001,2023-07-01,29,3.88,0.0,25.12,17,Active
C1019,P001,2023-08-01,29,3.02,0.0,25.98,18,Active
C1019,P001,2023-09-01,29,3.96,0.0,25.04,19,Active
C1019,P001,2023-10-01,29,3.46,0.0,25.54,20,Active
C1019,P001,2023-11-01,29,3.56,0.0,25.44,21,Active
C1019,P001,2023-12-01,29,3.41,0.0,25.59,22,Active
C1019,P001,2024-01-01,29,5.06,0.0,23.94,23,Active
C1019,P001,2024-02-01,29,5.25,0.0,23.75,24,Active
C1019,P001,2024-03-01,29,3.61,0.0,25.39,25,Active
C1019,P001,2024-04-01,29,3.9,0.0,25.1,26,Active
C1019,P001,2024-05-01,29,3.92,0.0,25.08,27,Active
C1019,P001,2024-06-01,29,3.74,0.0,25.26,28,Active
C1020,P001,2023-11-01,29,2.48,0.0,26.52,0,Active
C1020,P001,2023-12-01,29,2.01,0.0,26.99,1,Active
C1020,P001,2024-01-01,29,3.47,0.0,25.53,2,Active
C1020,P001,2024-02-01,29,3.93,0.0,25.07,3,Active
C1020,P001,2024-03-01,29,1.96,0.0,27.04,4,Active
C1020,P001,2024-04-01,29,1.52,0.0,27.48,5,Active
C1020,P001,2024-05-01,29,2.21,0.0,26.79,6,Active
C1020,P001,2024-06-01,29,1.46,0.0,27.54,7,Active
C1021,P002,2021-11-01,79,14.59,0.0,64.41,0,Active
C1021,P002,2021-12-01,79,14.2,0.0,64.8,1,Active
C1021,P002,2022-01-01,79,16.51,0.0,62.49,2,Active
C1021,P002,2022-02-01,79,18.56,0.0,60.44,3,Active
C1021,P002,2022-03-01,79,14.02,0.0,64.98,4,Active
C1021,P002,2022-04-01,79,13.22,0.0,65.78,5,Active
C1021,P002,2022-05-01,79,13.37,0.0,65.63,6,Active
C1021,P002,2022-06-01,79,13.88,102.64,167.76,7,Active
C1021,P002,2022-07-01,79,14.67,0.0,64.33,8,Active
C1021,P002,2022-08-01,79,11.89,0.0,67.11,9,Active
C1021,P002,2022-09-01,79,13.45,0.0,65.55,10,Active
C1021,P002,2022-10-01,79,13.42,95.14,160.72,11,Active
C1021,P002,2022-11-01,79,12.86,0.0,66.14,12,Active
C1021,P002,2022-12-01,79,12.73,0.0,66.27,13,Active
C1021,P002,2023-01-01,79,17.54,0.0,61.46,14,Active
C1021,P002,2023-02-01,79,18.38,64.42,125.04,15,Active
C1021,P002,2023-03-01,79,13.66,69.85,135.19,16,Active
C1021,P002,2023-04-01,79,12.85,0.0,66.15,17,Active
C1021,P002,2023-05-01,79,14.2,60.34,125.14,18,Active
C1021,P002,2023-06-01,79,11.96,0.0,67.04,19,Active
C1021,P002,2023-07-01,79,14.46,0.0,64.54,20,Active
C1021,P002,2023-08-01,79,14.89,0.0,64.11,21,Active
C1021,P002,2023-09-01,79,14.66,0.0,64.34,22,Active
C1021,P002,2023-10-01,79,13.92,0.0,65.08,23,Active
C1021,P002,2023-11-01,79,12.93,0.0,66.07,24,Active
C1021,P002,2023-12-01,79,14.43,0.0,64.57,25,Active
C1021,P002,2024-01-01,79,16.85,0.0,62.15,26,Active
C1021,P002,2024-02-01,79,17.7,0.0,61.3,27,Active
C1021,P002,2024-03-01,79,13.0,0.0,66.0,28,Active
C1021,P002,2024-04-01,79,12.16,0.0,66.84,29,Active
C1021,P002,2024-05-01,79,11.86,0.0,67.14,30,Active
C1021,P002,2024-06-01,79,13.85,0.0,65.15,31,Active
C1022,P001,2022-02-01,29,4.12,0.0,24.88,0,Active
C1022,P001,2022-03-01,29,2.46,0.0,26.54,1,Active
C1022,P001,2022-04-01,29,2.15,0.0,26.85,2,Active
C1022,P001,2022-05-01,29,3.07,0.0,25.93,3,Active
C1022,P001,2022-06-01,29,2.6,0.0,26.4,4,Active
C1022,P001,2022-07-01,29,2.98,0.0,26.02,5,Active
C1022,P001,2022-08-01,29,2.89,0.0,26.11,6,Active
C1022,P001,2022-09-01,29,2.5,0.0,26.5,7,Active
C1022,P001,2022-10-01,29,2.32,0.0,26.68,8,Active
C1022,P001,2022-11-01,29,2.26,0.0,26.74,9,Active
C1022,P001,2022-12-01,29,2.17,0.0,26.83,10,Active
C1022,P001,2023-01-01,29,4.47,0.0,24.53,11,Active
C1022,P001,2023-02-01,29,3.73,0.0,25.27,12,Active
C1022,P001,2023-03-01,29,2.99,0.0,26.01,13,Active
C1022,P001,2023-04-01,29,2.25,0.0,26.75,14,Active
C1022,P001,2023-05-01,29,2.42,0.0,26.58,15,Active
C1022,P001,2023-06-01,29,2.91,0.0,26.09,16,Active
C1022,P001,2023-07-01,29,2.08,0.0,26.92,17,Active
C1022,P001,2023-08-01,29,2.76,0.0,26.24,18,Active
C1022,P001,2023-09-01,29,2.81,0.0,26.19,19,Active
C1022,P001,2023-10-01,29,2.17,0.0,26.83,20,Active
C1022,P001,2023-11-01,29,3.06,0.0,25.94,21,Active
C1022,P001,2023-12-01,29,2.56,0.0,26.44,22,Active
C1022,P001,2024-01-01,29,4.16,0.0,24.84,23,Active
C1022,P001,2024-02-01,29,4.06,0.0,24.94,24,Active
C1022,P001,2024-03-01,29,3.15,0.0,25.85,25,Active
C1022,P001,2024-04-01,29,2.04,0.0,26.96,26,Active
C1022,P001,2024-05-01,29,2.88,0.0,26.12,27,Active
C1022,P001,2024-06-01,29,2.67,0.0,26.33,28,Active
C1023,P004,2024-01-01,299,73.95,0.0,225.05,0,Active
C1023,P004,2024-02-01,299,79.83,0.0,219.17,1,Active
C1023,P004,2024-03-01,299,64.71,0.0,234.29,2,Active
C1023,P004,2024-04-01,299,55.9,0.0,243.1,3,Active
C1023,P004,2024-05-01,299,55.06,0.0,243.94,4,Active
C1023,P004,2024-06-01,299,61.07,0.0,237.93,5,Active
C1024,P002,2024-02-01,79,17.01,0.0,61.99,0,Active
C1024,P002,2024-03-01,79,11.59,0.0,67.41,1,Active
C1024,P002,2024-04-01,79,12.19,0.0,66.81,2,Active
C1024,P002,2024-05-01,79,12.46,0.0,66.54,3,Active
